,artists,education,knowledge,school,science,songs,teach,teacher
1535,Cypress Hill,0,0,0,0,High Times,0,0
1534,Cypress Hill,0,0,0,0,Here Is Something You Can't Understand,0,0
1533,Cypress Hill,0,0,0,0,Hand on the Pump,0,0
1547,Cypress Hill,0,0,0,0,Illusions,0,0
1548,Cypress Hill,0,0,0,0,Insane in the Brain,0,0
1549,Cypress Hill,0,0,0,0,Insane in the Brain,0,0
1550,Cypress Hill,0,0,0,0,It Ain't Easy,0,0
1551,Cypress Hill,0,0,0,0,It Ain't Nothin',0,0
1552,Cypress Hill,0,0,0,0,K.U.S.H.,0,0
1553,Cypress Hill,0,0,0,0,Killa Hill Niggas,0,0
1554,Cypress Hill,0,0,0,0,Killafornia,0,0
1555,Cypress Hill,0,0,0,0,Kronologik,0,0
1556,Cypress Hill,0,0,0,0,L.I.F.E.,0,0
1557,Cypress Hill,0,0,0,0,Last Laugh,0,0
1558,Cypress Hill,0,0,0,0,Latin Lingo,0,0
1559,Cypress Hill,0,0,0,0,Legalize It,0,0
1560,Cypress Hill,0,0,0,0,Let It Rain,0,0
1561,Cypress Hill,0,0,0,0,Lick a Shot,0,0
1562,Cypress Hill,0,0,0,0,Light Another,0,0
1563,Cypress Hill,0,0,0,0,Light It Up,0,0
1599,Cypress Hill,0,0,0,0,Strictly Hip Hop,0,0
1600,Cypress Hill,0,0,0,0,Take My Pain,0,0
1601,Cypress Hill,0,0,0,0,Tequila Sunrise,0,0
1644,Danny Brown,0,0,0,0,Juno,0,0
1650,Danny Brown,0,0,0,0,Monopoly,0,0
1649,Danny Brown,0,0,0,0,Lonely,0,0
1648,Danny Brown,0,0,0,0,Lol,0,0
1647,Danny Brown,0,0,0,0,Lie4,0,0
1646,Danny Brown,0,0,0,0,Let's Go,0,0
1645,Danny Brown,0,0,0,0,Kush Coma,0,0
1643,Danny Brown,0,0,0,0,Jordan VIII,0,0
1602,Cypress Hill,0,0,0,0,The Funky Cypress Hill Shit,0,0
1642,Danny Brown,0,0,0,0,Im Out,0,0
1641,Danny Brown,0,0,0,0,I Will,0,0
1640,Danny Brown,0,0,0,0,Head,0,0
1639,Danny Brown,0,0,0,0,Handstand,0,0
1638,Danny Brown,0,0,0,0,Gun in Yo Mouf,0,0
1637,Danny Brown,0,0,0,0,Guitar Solo,0,0
1651,Danny Brown,0,0,0,0,Need Another Drink,0,0
1652,Danny Brown,0,0,0,0,New Era,0,0
1653,Danny Brown,0,0,0,0,Nosebleeds,0,0
1654,Danny Brown,0,0,0,0,Nowhere To Go,0,0
1655,Danny Brown,0,0,0,0,Outer Space,0,0
1656,Danny Brown,0,0,0,0,Pac Blood,0,0
1657,Danny Brown,0,0,0,0,Party All the Time,0,0
1658,Danny Brown,0,0,0,0,Radio Song,0,0
1659,Danny Brown,0,0,0,0,Re Up,0,0
1660,Danny Brown,0,0,0,0,Red 2 Go,0,0
1661,Danny Brown,0,0,0,0,S.O.S.,0,0
1662,Danny Brown,0,0,0,0,Scrap or Die,0,0
1663,Danny Brown,0,0,0,0,She Love It,0,0
1664,Danny Brown,0,0,0,0,Shootin' Moves,0,0
1665,Danny Brown,0,0,0,0,Side A (Old),0,0
1666,Danny Brown,0,0,0,0,Side B (Dope Song),0,0
1667,Danny Brown,0,0,0,0,Sittin' So High,0,0
1636,Danny Brown,0,0,0,0,Gremlins,0,0
1635,Danny Brown,0,0,0,0,Greatest Rapper Ever,0,0
1634,Danny Brown,0,0,0,0,Generation RX,0,0
1617,Danny Brown,0,0,0,0,30,0,0
1603,Cypress Hill,0,0,0,0,The Phuncky Feel One,0,0
1604,Cypress Hill,0,0,0,0,Throw Your Set in the Air,0,0
1605,Cypress Hill,0,0,0,0,Till Death Comes,0,0
1606,Cypress Hill,0,0,0,0,Till Death Do Us Part,0,0
1607,Cypress Hill,0,0,0,0,Tres Equis,0,0
1608,Cypress Hill,0,0,0,0,Trouble Seeker,0,0
1609,Cypress Hill,0,0,0,0,Trouble,0,0
1610,Cypress Hill,0,0,0,0,Ultraviolet Dreams,0,0
1611,Cypress Hill,0,0,0,0,Valley of Chrome,0,0
1612,Cypress Hill,0,0,0,0,We Live This S***,0,0
1613,Cypress Hill,0,0,0,0,What U Want from Me,0,0
1614,Cypress Hill,0,0,0,0,What's Your Number?,0,0
1615,Cypress Hill,0,0,0,0,Worldwide,0,0
1616,Danny Brown,0,0,0,0,25 Bucks,0,0
1618,Danny Brown,0,0,0,0,Blunt After Blunt,0,0
1633,Danny Brown,0,0,0,0,Float On,0,0
1619,Danny Brown,0,0,0,0,Break It (Go),0,0
1620,Danny Brown,0,0,0,0,Bruiser Brigade,0,0
1621,Danny Brown,0,0,0,0,Clean Up,0,0
1622,Danny Brown,0,0,0,0,Dance,0,0
1623,Danny Brown,0,0,0,0,Detroit 187,0,0
1624,Danny Brown,0,0,0,0,Die Like a Rockstar,0,0
1625,Danny Brown,0,0,0,0,Dip,0,0
1626,Danny Brown,0,0,0,0,DNA,0,0
1627,Danny Brown,0,0,0,0,Dope Fiend Rental,0,0
1628,Danny Brown,0,0,0,0,Drinks On Me,0,0
1629,Danny Brown,0,0,0,0,Dubstep,0,0
1630,Danny Brown,0,0,0,0,Ewnesw,0,0
1631,Danny Brown,0,0,0,0,Exotic,0,0
1632,Danny Brown,0,0,0,0,Fields,0,0
1532,Cypress Hill,0,0,0,0,Hand on the Pump,0,0
1530,Cypress Hill,0,0,0,0,Get Out of My Head,0,0
1393,CunninLynguists,0,0,0,0,Dirty Acres,0,0
1436,CunninLynguists,0,0,0,0,Miley 3000,0,0
1442,CunninLynguists,0,0,0,0,My Habit (I Haven't Changed),0,0
1441,CunninLynguists,0,0,0,0,Murder (Act II),0,0
1440,CunninLynguists,0,0,0,0,Move,0,0
1439,CunninLynguists,0,0,0,0,Missing Children,0,0
1438,CunninLynguists,0,0,0,0,Miss Lady,0,0
1437,CunninLynguists,0,0,0,0,Mind Won't Behave,0,0
1435,CunninLynguists,0,0,0,0,Mic Like a Memory,0,0
1427,CunninLynguists,0,0,0,0,Love Ain't,0,0
1434,CunninLynguists,0,0,0,0,Mic Like a Memory,0,0
1433,CunninLynguists,0,0,0,0,Mexico,0,0
1432,CunninLynguists,0,0,0,0,Makes You Wanna Cry,0,0
1431,CunninLynguists,0,0,0,0,Magic Stick Freestyle,0,0
1430,CunninLynguists,0,0,0,0,Lynguistics,0,0
1429,CunninLynguists,0,0,0,0,Lynguistics,0,0
1443,CunninLynguists,0,0,0,0,Never Come Down (The Brownie Song),0,0
1444,CunninLynguists,0,0,0,0,Never Know Why,0,0
1445,CunninLynguists,0,0,0,0,Never,0,0
1446,CunninLynguists,0,0,0,0,Nothing But Strangeness,0,0
1447,CunninLynguists,0,0,0,0,Nothing to Give,0,0
1448,CunninLynguists,0,0,9,0,Old School,0,0
1449,CunninLynguists,0,0,0,0,Phantasmata,0,0
1450,CunninLynguists,0,0,0,0,Predormitum (Prologue),0,0
1451,CunninLynguists,0,0,0,0,Pump It Up Freestyle,0,0
1452,CunninLynguists,0,0,0,0,Rain,0,0
1453,CunninLynguists,0,0,0,0,Remember Me (Abstract/Reality),0,0
1454,CunninLynguists,0,0,0,0,Running Wild,0,0
1455,CunninLynguists,0,0,0,0,Seasons,0,0
1456,CunninLynguists,0,0,0,0,Seasons,0,0
1457,CunninLynguists,0,0,0,0,Shattered Dreams,0,0
1458,CunninLynguists,0,0,0,0,Since When?,0,0
1459,CunninLynguists,0,0,0,0,Since When,0,0
1428,CunninLynguists,0,0,0,0,Love Ain't,0,0
1426,CunninLynguists,0,0,0,0,Looking Back,0,0
1529,Cypress Hill,0,0,0,0,Get It Anyway,0,0
1401,CunninLynguists,0,0,0,0,Embers,0,0
1407,CunninLynguists,0,0,0,0,Georgia,0,0
1406,CunninLynguists,0,0,0,0,Friendgirl,0,0
1405,CunninLynguists,0,0,0,0,Fear,0,0
1404,CunninLynguists,0,0,0,0,Family Ties,0,0
1403,CunninLynguists,0,0,2,0,Falling Down,0,0
1402,CunninLynguists,0,0,0,0,Enemies with Benefits,0,0
1400,CunninLynguists,0,0,0,0,Earth's Essence,0,0
1425,CunninLynguists,0,0,0,0,KKKY,0,0
1399,CunninLynguists,0,0,0,0,Dying Nation,0,0
1398,CunninLynguists,0,0,0,0,Dying Breed,0,0
1397,CunninLynguists,0,0,0,0,Drunk Dial,0,0
1396,CunninLynguists,0,0,0,0,Dreams,0,0
1395,CunninLynguists,0,0,0,0,Don't Leave (When Winter Comes),0,0
1394,CunninLynguists,0,0,0,0,Doin' Alright,0,0
1408,CunninLynguists,0,0,0,0,Georgia,0,0
1409,CunninLynguists,0,0,0,0,Get Ignorant,0,0
1410,CunninLynguists,0,0,0,0,Guide You Through Shadows,0,0
1411,CunninLynguists,0,0,0,0,Gun,0,0
1412,CunninLynguists,0,0,0,0,Halfanimal,0,0
1413,CunninLynguists,0,0,0,0,Heart,0,0
1414,CunninLynguists,0,0,0,0,Hellfire,0,0
1415,CunninLynguists,0,0,0,0,Hourglass,0,0
1416,CunninLynguists,0,0,0,0,Hypnopomp (Epilogue),0,0
1417,CunninLynguists,0,0,0,0,Hypnotized,0,0
1418,CunninLynguists,0,0,0,0,Ignition,0,0
1419,CunninLynguists,0,0,0,0,Imperial,0,0
1420,CunninLynguists,0,0,0,0,In the City,0,0
1421,CunninLynguists,0,0,0,0,Innerspace,0,0
1422,CunninLynguists,0,0,0,0,It's Over,0,0
1423,CunninLynguists,0,0,0,0,K.K.K.Y,0,0
1424,CunninLynguists,0,0,0,0,Kings,0,0
1460,CunninLynguists,0,0,0,0,South California,0,0
1461,CunninLynguists,0,0,0,0,Southernunderground,0,0
1462,CunninLynguists,0,0,0,0,Strange Universe,0,0
1505,Cypress Hill,0,0,0,0,Boom Biddy Bye Bye,0,0
1511,Cypress Hill,0,0,0,0,Can't Get the Best of Me,0,0
1510,Cypress Hill,0,0,0,0,Can I Get a Hit,0,0
1509,Cypress Hill,0,0,0,0,Busted in the Hood,0,0
1508,Cypress Hill,0,0,0,0,Break It Up,0,0
1507,Cypress Hill,0,0,0,0,Break 'Em off Some,0,0
1506,Cypress Hill,0,0,0,0,Born to Get Busy,0,0
1504,Cypress Hill,0,0,0,0,Bitter,0,0
1463,CunninLynguists,0,0,0,0,Streets,0,0
1503,Cypress Hill,0,0,0,0,Bang Bang,0,0
1502,Cypress Hill,0,0,0,0,Audio X,0,0
1501,Cypress Hill,0,0,0,0,Armada Latina,0,0
1500,Cypress Hill,0,0,0,0,Another Victory,0,0
1499,Cypress Hill,0,0,0,0,Another Body Drops,0,0
1498,Cypress Hill,0,0,0,0,Amplified,0,0
1512,Cypress Hill,0,0,0,0,Carry Me Away,0,0
1513,Cypress Hill,0,0,0,0,Catastrophe,0,0
1514,Cypress Hill,0,0,0,0,Certified Bomb,0,0
1515,Cypress Hill,0,0,0,0,Checkmate,0,0
1516,Cypress Hill,0,0,0,0,Checkmate,0,0
1517,Cypress Hill,0,0,0,0,Cock the Hammer,0,0
1518,Cypress Hill,0,0,0,0,Cock the Hammer,0,0
1519,Cypress Hill,0,0,0,0,Cuban Necktie,0,0
1520,Cypress Hill,0,0,0,0,Dead Men Tell No Tales,0,0
1521,Cypress Hill,0,0,0,0,Dr. Greenthumb,0,0
1522,Cypress Hill,0,0,0,0,Dust,0,0
1523,Cypress Hill,0,0,0,0,Everybody Must Get Stoned,0,0
1524,Cypress Hill,0,0,0,0,Feature Presentation,0,0
1525,Cypress Hill,0,0,0,0,From the Window of My Room,0,0
1526,Cypress Hill,0,0,0,0,Funk Freakers,0,0
1527,Cypress Hill,0,0,0,0,Ganja Bus,0,0
1528,Cypress Hill,0,0,0,0,Get 'Em Up,0,0
1497,Cypress Hill,0,0,0,0,A To the K,0,0
1496,Cypress Hill,0,0,0,0,A to the K,0,0
1495,Cypress Hill,0,0,0,0,A Man,0,0
1478,CunninLynguists,0,0,0,0,Valley of Death,0,0
1464,CunninLynguists,0,0,0,0,Summers Gone,0,0
1465,CunninLynguists,0,0,0,0,Sunrise/Sunset,0,0
1466,CunninLynguists,0,0,0,0,The Distance,0,0
1467,CunninLynguists,0,0,0,0,The Format,0,0
1468,CunninLynguists,0,0,0,0,The Gates,0,0
1469,CunninLynguists,0,0,0,0,The Light,0,0
1470,CunninLynguists,0,0,0,0,The Morning,0,0
1471,CunninLynguists,0,0,0,0,The South,0,0
1472,CunninLynguists,0,0,0,0,Things I Dream,0,0
1473,CunninLynguists,0,0,0,0,Thugged Out Since Cub Scouts,0,0
1474,CunninLynguists,0,0,0,0,Thugged Out Since Cub Scouts,0,0
1475,CunninLynguists,0,0,0,0,Til' the End (C'A'l'i'),0,0
1476,CunninLynguists,0,0,0,0,To Be for Real,0,0
1477,CunninLynguists,0,0,0,0,Urutora Kaiju,0,0
1479,CunninLynguists,0,0,0,0,W.C.G.,0,0
1494,Cypress Hill,0,0,0,0,3 Lil' Putos,0,0
1480,CunninLynguists,0,0,0,0,Wachugondo?,0,0
1481,CunninLynguists,0,0,0,0,War,0,0
1482,CunninLynguists,0,0,0,0,Watch Yo Mowf,0,0
1483,CunninLynguists,0,0,0,0,What They Playin? (Blow My High),0,0
1484,CunninLynguists,0,0,0,0,What'll You Do?,0,0
1485,CunninLynguists,0,0,0,0,What'll You Do?,0,0
1486,CunninLynguists,0,0,0,0,Where Will You Be?,0,0
1487,CunninLynguists,0,0,0,0,Wonderful,0,0
1488,CunninLynguists,0,0,0,0,Yellow Lines,0,0
1489,Cypress Hill,0,0,0,0,(Goin' All Out) Nothin' to Lose,0,0
1490,Cypress Hill,0,0,0,0,(Rap) Superstar,0,0
1491,Cypress Hill,0,0,0,0,(Rock) Superstar,0,0
1492,Cypress Hill,0,0,0,0,(Rock) Superstar,0,0
1493,Cypress Hill,0,0,0,0,16 Men Till There's No Men Left,0,0
4447,KRS-One,0,0,0,0,Problemz,2,0
4449,KRS-One,0,0,0,0,R.E.A.L.I.T.Y.,0,0
8898,Young Jeezy,0,0,0,0,Who Dat,0,0
7414,Talib Kweli,0,0,0,0,Stand to the Side,0,0
7420,Talib Kweli,0,3,0,0,The Beast,0,0
7419,Talib Kweli,0,0,0,0,Tater Tot,0,0
7418,Talib Kweli,0,0,0,0,Talk to You (Lil' Darlin'),0,0
7417,Talib Kweli,0,0,0,0,Supreme Supreme,0,0
7416,Talib Kweli,0,0,0,0,Stay Around,0,0
7415,Talib Kweli,0,0,0,0,State of Grace,0,0
7413,Talib Kweli,0,0,0,0,Space Fruit (Interlude),0,0
7405,Talib Kweli,0,0,0,0,Self Savior,0,0
7412,Talib Kweli,0,0,0,0,Soul Rebels,0,0
7411,Talib Kweli,0,0,0,0,Soul Music,0,0
7410,Talib Kweli,0,0,0,0,Soon the New Day,0,0
7409,Talib Kweli,0,0,0,0,Some Kind of Wonderful,0,0
7408,Talib Kweli,0,0,0,0,So Low,0,0
7407,Talib Kweli,0,0,0,0,So Good,0,0
7421,Talib Kweli,0,0,0,0,The Function,0,0
7422,Talib Kweli,0,0,0,0,The Nature,0,0
7423,Talib Kweli,0,0,3,0,The Perfect Beat,0,0
7424,Talib Kweli,0,0,3,0,The Perfect Beat,0,0
7425,Talib Kweli,0,0,0,0,The Proud,0,0
7426,Talib Kweli,0,0,0,0,The Show,0,0
7427,Talib Kweli,0,0,0,0,This Means You,0,0
7428,Talib Kweli,0,0,0,0,Time Is Right,0,0
7429,Talib Kweli,0,0,0,0,Too Late,0,0
7430,Talib Kweli,0,0,0,0,Turnt Up,0,0
7431,Talib Kweli,0,0,0,0,Uh Oh,0,0
7432,Talib Kweli,0,0,0,0,Upper Echelon,0,0
7433,Talib Kweli,0,0,0,0,Violations,0,0
7434,Talib Kweli,0,0,0,0,Wait for You,0,0
7435,Talib Kweli,0,0,0,0,Waitin' for the DJ,0,0
7436,Talib Kweli,0,0,0,0,We Got the Beat,0,0
7437,Talib Kweli,0,0,0,0,We Know,0,0
7406,Talib Kweli,0,0,0,0,Shock Body,0,0
7404,Talib Kweli,0,0,0,0,Say Something,0,0
7439,Talib Kweli,0,0,0,0,What's Real,0,0
7379,Talib Kweli,0,0,0,0,I'm on One,0,0
7385,Talib Kweli,0,0,0,0,Lover's Peak,0,0
7384,Talib Kweli,0,0,0,0,Love Language,0,0
7383,Talib Kweli,0,0,0,0,Keynote Speaker,0,0
7382,Talib Kweli,0,0,0,0,Joy,0,0
7381,Talib Kweli,0,0,0,0,Inner Monologue,0,0
7380,Talib Kweli,0,0,0,0,In the Mood,0,0
7378,Talib Kweli,0,0,0,0,I Try,0,0
7403,Talib Kweli,0,0,0,0,Rush,0,0
7377,Talib Kweli,0,0,0,0,Human Mic,0,0
7376,Talib Kweli,0,0,0,0,How You Love Me,0,0
7375,Talib Kweli,0,0,0,0,Hot Thing,0,0
7374,Talib Kweli,0,0,0,0,"Hostile Gospel, Pt. 2 (Deliver Me)",0,0
7373,Talib Kweli,0,0,0,0,Holy Moly,0,0
7372,Talib Kweli,0,0,0,0,Hold It Now,0,0
7386,Talib Kweli,0,0,0,0,More or Less,0,0
7387,Talib Kweli,0,0,0,0,Move Somethin',0,0
7388,Talib Kweli,0,0,0,0,Mr. International,0,0
7389,Talib Kweli,0,0,0,0,Ms. Hill,0,0
7390,Talib Kweli,0,0,0,0,Name of the Game,0,0
7391,Talib Kweli,0,0,0,0,Never Been in Love,0,0
7392,Talib Kweli,0,0,0,0,New Leaders,0,0
7393,Talib Kweli,0,0,0,0,Oh My Stars,0,0
7394,Talib Kweli,0,0,0,0,On My Way,0,0
7395,Talib Kweli,0,0,0,0,Over the Counter,0,0
7396,Talib Kweli,0,0,0,0,Palookas,0,0
7397,Talib Kweli,0,0,0,0,Prime Example,0,0
7398,Talib Kweli,0,0,0,0,Push Thru,0,0
7399,Talib Kweli,0,0,0,0,Put It in the Air,0,0
7400,Talib Kweli,0,0,0,0,Rare Portraits,0,0
7401,Talib Kweli,0,0,0,0,Ready Set Go,0,0
7402,Talib Kweli,0,0,0,0,Right About Now,0,0
7438,Talib Kweli,0,0,0,0,What Can I Do,0,0
7440,Talib Kweli,0,0,0,0,Where Do We Go,0,0
6675,Rakim,0,0,0,0,Relax With Pep,0,0
7484,Tech n9ne,0,0,0,0,Far Away,0,0
7490,Tech n9ne,0,0,0,0,Freaky Lil Things,0,0
7489,Tech n9ne,0,0,0,0,Fragile,0,0
7488,Tech n9ne,0,0,0,0,Fortune Force Field,0,0
7487,Tech n9ne,0,0,0,0,Flipside,0,0
7486,Tech n9ne,0,0,0,0,Fear,0,0
7485,Tech n9ne,0,0,0,0,Far Out,0,0
7483,Tech n9ne,0,0,0,0,Fan or Foe,0,0
7475,Tech n9ne,0,0,0,0,Doin' It,0,0
7482,Tech n9ne,0,0,0,0,F**k Food,0,0
7481,Tech n9ne,0,0,0,0,Enter Everready/B.L.E.S.T.,0,0
7480,Tech n9ne,0,0,0,0,Einstein,0,0
7479,Tech n9ne,0,0,0,0,Dysfunctional,0,0
7478,Tech n9ne,0,0,0,0,Dwamn,0,0
7477,Tech n9ne,0,0,0,0,Drill Team,0,0
7491,Tech n9ne,0,0,0,0,Fu Pay Me,0,0
7492,Tech n9ne,0,0,0,0,Fucked up Day,0,0
7493,Tech n9ne,0,0,0,0,Fucked up Day,0,0
7494,Tech n9ne,0,0,0,0,Gamer,0,0
7495,Tech n9ne,0,0,0,0,Gangsta Shap,0,0
7496,Tech n9ne,0,0,0,0,Get Blowed,0,0
7497,Tech n9ne,0,0,0,0,Get the Fuck Outta Here,0,0
7498,Tech n9ne,0,0,0,0,Get Ya Head Right,0,0
7499,Tech n9ne,0,0,0,0,Ghetto Love,0,0
7500,Tech n9ne,0,0,0,0,Girl Crazy Crazy Love,0,0
7501,Tech n9ne,0,0,0,0,God Complex,0,0
7502,Tech n9ne,0,0,0,0,Gods,0,0
7503,Tech n9ne,0,0,0,0,Going Bad,0,0
7504,Tech n9ne,0,0,0,0,Great Night,0,0
7505,Tech n9ne,0,0,0,0,Groupie,0,0
7506,Tech n9ne,0,0,0,0,Gunz Will Bust,0,0
7507,Tech n9ne,0,0,0,0,Happy Ending,0,0
7476,Tech n9ne,0,0,0,0,Dr. Frazier's Office,0,0
7474,Tech n9ne,0,0,0,0,Demons,0,0
7441,Talib Kweli,0,0,0,0,Where You Gonna Run,0,0
7449,Tech n9ne,0,0,0,0,American Horror Story,0,0
7455,Tech n9ne,0,0,0,0,Bianca's and Beatrice's,0,0
7454,Tech n9ne,0,0,0,0,Believe,0,0
7453,Tech n9ne,0,0,0,0,Beautiful Music,0,0
7452,Tech n9ne,0,0,0,0,Beat You Up,0,0
7451,Tech n9ne,0,0,0,0,Bang Out,0,0
7450,Tech n9ne,0,0,0,0,B. Boy,0,0
7448,Tech n9ne,0,0,0,0,Am I a Psycho?,0,0
7473,Tech n9ne,0,0,0,0,Delusional,0,0
7447,Tech n9ne,0,0,0,0,Afterparty,0,0
7446,Tech n9ne,0,0,0,0,Absolute Power,0,0
7445,Tech n9ne,0,0,0,0,2 Piece,0,0
7444,Talib Kweli,0,0,0,0,Work It Out,0,0
7443,Talib Kweli,0,0,0,0,Won't You Stay,0,0
7442,Talib Kweli,0,0,0,0,Who Got It,0,0
7456,Tech n9ne,0,0,0,0,Big Scoob,0,0
7457,Tech n9ne,0,0,0,0,Bitch Sickness,0,0
7458,Tech n9ne,0,0,0,0,Blackboy,0,0
7459,Tech n9ne,0,0,0,0,Blackened the Sun,0,0
7460,Tech n9ne,0,0,0,0,Blown Away,0,0
7461,Tech n9ne,0,0,0,0,Bout Ta' Bubble,0,0
7462,Tech n9ne,0,0,0,0,Caribou Lou,0,0
7463,Tech n9ne,0,0,0,0,Check Yo Temperature,0,0
7464,Tech n9ne,0,0,0,0,Cloudy-Eyed Stroll,0,0
7465,Tech n9ne,0,0,0,0,Clueless,0,0
7466,Tech n9ne,0,0,0,0,Come Gangsta,0,0
7467,Tech n9ne,0,0,0,0,Constantly Dirty,0,0
7468,Tech n9ne,0,0,0,0,Cotton Soldier,0,0
7469,Tech n9ne,0,0,0,0,Creepin',0,0
7470,Tech n9ne,0,0,0,0,Crybaby,0,0
7471,Tech n9ne,0,0,0,0,Cult Leader,0,0
7472,Tech n9ne,0,0,0,0,Cursed,0,0
7371,Talib Kweli,0,0,0,0,High Life,0,0
7370,Talib Kweli,0,0,0,0,Happy Home,0,0
7369,Talib Kweli,0,0,0,0,Hamster Wheel,0,0
7275,T.I.,0,0,0,0,My Life,0,0
7281,T.I.,0,0,2,0,On Top of the World,0,0
7280,T.I.,0,0,0,0,No More Talk,0,0
7279,T.I.,0,0,0,0,No Mercy,0,0
7278,T.I.,0,0,0,0,No Matter What,0,0
7277,T.I.,0,0,0,0,My Type,0,0
7276,T.I.,0,0,0,0,My Swag,0,0
7274,T.I.,0,0,0,0,My Life Your Entertainment,0,0
7266,T.I.,0,0,0,0,Let Me Tell You Something,0,0
7273,T.I.,0,0,0,0,Motivation,0,0
7272,T.I.,0,0,0,0,Look What I Got,0,0
7271,T.I.,0,0,0,0,Long Live da Game,0,0
7270,T.I.,0,0,0,0,Live Your Life,0,0
7269,T.I.,0,0,0,0,Live in the Sky,0,0
7268,T.I.,0,0,0,0,Limelight,0,0
7282,T.I.,0,0,0,0,Poppin Bottles,0,0
7283,T.I.,0,0,0,0,Porn Star,0,0
7284,T.I.,0,0,0,0,Prayin for Help,0,0
7285,T.I.,0,0,0,0,Raw,0,0
7286,T.I.,0,0,0,0,Ready for Whatever,0,0
7287,T.I.,0,0,0,0,Respect This Hustle,0,0
7288,T.I.,0,0,0,0,Ride Wit Me,0,0
7289,T.I.,0,0,0,0,Rubber Band Man,0,0
7290,T.I.,0,0,0,0,Salute,0,0
7291,T.I.,0,0,0,0,Show It to Me,0,0
7292,T.I.,0,0,0,0,Slide Show,0,0
7293,T.I.,0,0,0,0,Sorry,0,0
7294,T.I.,0,0,0,0,Stand Up Guy,0,0
7295,T.I.,0,0,0,0,Stand Up,0,0
7296,T.I.,0,0,3,0,Still Ain't Forgave Myself,0,0
7297,T.I.,0,0,0,0,Strip,0,0
7298,T.I.,0,0,2,0,Swagga Like Us,0,0
7267,T.I.,0,0,0,0,Let's Get Away,0,0
7265,T.I.,0,0,0,0,Lay Me Down,0,0
7368,Talib Kweli,0,0,0,0,Gutter Rainbows,0,0
7240,T.I.,0,0,0,0,Get It,0,0
7246,T.I.,0,0,0,0,Guns and Roses,0,0
7245,T.I.,0,0,0,0,Grand Royal,0,0
7244,T.I.,0,0,0,0,Goodlife,0,0
7243,T.I.,0,0,0,0,Go Get It,0,0
7242,T.I.,0,0,0,0,Get Ya S*** Together,0,0
7241,T.I.,0,0,0,0,Get Loose,0,0
7239,T.I.,0,0,0,0,Get Back Up,0,0
7264,T.I.,0,0,0,0,Kingofdasouth,0,0
7238,T.I.,0,0,0,0,G Season,0,0
7237,T.I.,0,0,0,0,Front Back,0,0
7236,T.I.,0,0,0,0,Freak Though,0,0
7235,T.I.,0,0,0,0,Everything on Me,0,0
7234,T.I.,0,0,0,0,Every Chance I Get,0,0
7233,T.I.,0,0,0,0,Dope Boyz,0,0
7247,T.I.,0,0,0,0,Hallelujah,0,0
7248,T.I.,0,0,0,0,Heavy Chevys,0,0
7249,T.I.,0,0,0,0,Hello,0,0
7250,T.I.,0,0,0,0,Hello,0,0
7251,T.I.,0,0,0,0,Help Is Coming,0,0
7252,T.I.,0,0,0,0,Hotel,0,0
7253,T.I.,0,0,0,0,How Life Changed,0,0
7254,T.I.,0,0,0,0,Hurt,0,0
7255,T.I.,0,0,0,0,I Can't Be Your Man,0,0
7256,T.I.,0,0,0,0,I Can't Help It,0,0
7257,T.I.,0,0,0,0,I Can't Quit,0,0
7258,T.I.,0,0,0,0,I Still Luv You,0,0
7259,T.I.,0,0,0,0,I'm Illy,0,0
7260,T.I.,0,0,0,0,I'm Serious,0,0
7261,T.I.,0,0,0,0,I'm Straight,0,0
7262,T.I.,0,0,0,0,I'm Talkin' to You,0,0
7263,T.I.,0,0,0,0,King Back,0,0
7299,T.I.,0,0,0,0,Swing Ya Rag,0,0
7300,T.I.,0,0,0,0,T.I. vs. T.I.P.,0,0
7301,T.I.,0,0,2,0,Tell 'Em I Said That,0,0
7344,Talib Kweli,0,0,0,0,Come Here,0,0
7350,Talib Kweli,0,0,0,0,Eternalists,0,0
7349,Talib Kweli,0,0,3,0,Eat to Live,0,0
7348,Talib Kweli,0,0,0,0,Down for the Count,0,0
7347,Talib Kweli,0,0,0,0,Demonology,0,0
7346,Talib Kweli,0,0,0,0,Delicate Flowers,0,0
7345,Talib Kweli,0,0,0,0,Country Cousins,0,0
7343,Talib Kweli,0,0,0,0,Colors of You,0,0
7302,T.I.,0,0,0,0,Tha King,0,0
7342,Talib Kweli,0,0,0,0,Cold Rain,0,0
7341,Talib Kweli,0,0,0,0,Bushonomics,0,0
7340,Talib Kweli,0,0,0,0,Broken Glass,0,0
7339,Talib Kweli,0,0,0,0,Black Girl Pain,0,0
7338,Talib Kweli,0,2,0,0,Before He Walked,0,0
7337,Talib Kweli,0,0,0,0,Beautiful Struggle,0,0
7351,Talib Kweli,0,0,0,0,Everything Man,0,0
7352,Talib Kweli,0,0,0,0,Expansion Outro,0,0
7353,Talib Kweli,0,0,0,0,Favela Love,0,0
7354,Talib Kweli,0,0,0,0,Flash Gordon,0,0
7355,Talib Kweli,0,0,0,0,Fly That Knot,0,0
7356,Talib Kweli,0,0,0,0,Follow The Leader,0,0
7357,Talib Kweli,0,0,0,0,For Women,0,0
7358,Talib Kweli,0,0,0,0,Funny Money,0,0
7359,Talib Kweli,0,0,0,0,Get By,0,0
7360,Talib Kweli,0,0,0,0,Ghetto Afterlife,0,0
7361,Talib Kweli,0,0,0,0,Ghetto Show,0,0
